CODIGO_ENTIDAD,CODIGO_UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,NOMBRE_ENTIDAD,SIGLA_ENTIDAD,RUC_ENTIDAD,DIRECCION_ENTIDAD,...10
14284,150122,LIMA,LIMA,MIRAFLORES,SERVICIO NACIONAL DE CERTIFICACIÓN AMBIENTAL PARA LAS INVERSIONES SOSTENIBLES,SENACE,20556097055,Av.  Diez Canseco N° 351,
14285,50101,AYACUCHO,HUAMANGA,AYACUCHO,Dirección Regional de Educación de Ayacucho,DREA,20365213179,Jr: 28 de julio 383 - Ayacucho,
14286,100501,HUANUCO,HUAMALIES,LLATA,UNIDAD EJECUTORA 305 EDUCACION UGEL HUAMALIES,UGEL HUAMALIES,20542419921,JIRON  VICTOR E VIVAR,
14287,200501,PIURA,PAITA,PAITA,UNIDAD DE GESTION EDUCATIVA LOCAL PAITA,UGEL-PAITA,20526417641,ISABEL BARRETO MZ-Q LT-13 URB.FONAVI  II  ETAPA,
14288,190113,PASCO,PASCO,YANACANCHA,DIRECCION REGIONAL AGRARIA PASCO,DRA - PASCO,20288480568,Edif. Estatal Nº 2 - Jr. Columna Pasco s/n,
14289,150140,LIMA,LIMA,SANTIAGO DE SURCO,Comisión Nacional de Bienes Incautados,CONABI,20556150983,Pasaje Mónaco N° 171 (Alt. cuadra 48 de la Av. Alfredo Benavides),
14290,220901,SAN MARTIN,SAN MARTIN,TARAPOTO,OFICINA DE OPERACIONES SALUD BAJO MAYO,OOSBM,20154547259,JR. CAHUIDE NRO. 142 (CENTRO) SAN MARTIN - SAN MARTIN - TARAPOTO,
14292,230101,TACNA,TACNA,TACNA,SOCIEDAD DE BENEFICENCIA PUBLICA DE TACNA,SBPT,20142411246,CALLE ZELA 426,
14293,150101,LIMA,LIMA,LIMA,PROGRAMA NACIONAL DE INFRAESTRUCTURA EDUCATIVA,PRONIED,20514347221,JIRON CARABAYA 341,
14294,100100,HUANUCO,HUANUCO,NULL,Municipalidad Distrital de Yacus,MDY,20529085401,Jr. Unión Mz H Lote 01-Yacus,
14295,200115,PIURA,PIURA,VEINTISÉIS DE OCTUBRE,Municipalidad Distrital Veintiséis de Octubre,MDVO,20529997401,Prolongación Av. Grau Mz C Lt 19  Enace 1era Etapa,
14297,150103,LIMA,LIMA,ATE,HOSPITAL DE HUAYCAN,HH,20551553729,NULL,
14300,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,CENTRO DE GESTIÓN TRIBUTARIA,CGT,20479801275,Av. Balta 820,
14301,150131,LIMA,LIMA,SAN ISIDRO,Organismo Técnico de la Administración de los Servicios de Saneamiento,OTASS,20565423372,Calle German Schreiber nro. 210 Of. 901,
14303,70106,CALLAO,CALLAO,VENTANILLA,ORGANISMO NACIONAL DE SANIDAD PESQUERA,SANIPES,20565429656,Carretera a Ventanilla KM 5.2,
14304,150130,LIMA,LIMA,SAN BORJA,Instituto de Gestión de Servicios de Salud,IGSS,20557424131,Av. Canaval y Moreyra N° 480 San Isidro,
14305,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,SOCIEDAD DE BENEFICENCIA PÚBLICA DE CHACHAPOYAS,SBPCH,20200038470,JR. PIURA N° 691,
14306,150805,LIMA,HUAURA,HUALMAY,UNIDAD DE GESTION EDUCATIVA LOCAL Nº 09 - HUAURA,UGEL Nº 09 - HUAURA,20175071173,CAL. JUAN B. ROSADIO Nº 193 - HUALMAY,
14307,60401,CAJAMARCA,CHOTA,CHOTA,UNIVERSIDAD NACIONAL AUTÓNOMA DE CHOTA,UNACH,20529358220,Jirón José Osores Nº 418,
14310,150131,LIMA,LIMA,SAN ISIDRO,INSTITUTO NACIONAL DE CALIDAD,INACAL,20600283015,"Calle Las Camelias 817, San Isidro",
14312,130701,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,Unidad de Gestion Educativa Local de Pacasmayo,UGEL PACASMAYO,20438607553,AV. RAIMONDI 107,
14313,250201,UCAYALI,ATALAYA,RAYMONDI,Unidad de Gestion Educativa Local de Atalaya,UGEL - ATALAYA,20393919290,CAL. URUBAMBA LOTE. S/N DPTO. 16 (FRENTE A LA PLAZA 29 DE MAYO) UCAYALI - ATALAYA - RAYMONDI,
14315,130901,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,Unidad de Gestión Educativa Local de Sánchez Carrión,UGEL-Sánchez Carrion,20226018060,Jr. José Balta N°  1005 - Huamachuco,
14316,151001,LIMA,YAUYOS,YAUYOS,UNIDAD DE GESTION EDUCATIVA LOCAL  N° 13 YAUYOS,UGEL N° 13 YAUYOS,20364513276,CALLE. COMERCIO  259,
14317,170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO,EPS EMAPAT S.A.,20129302322,AV. ERNESTO RIVERO N° 782,
14318,150140,LIMA,LIMA,SANTIAGO DE SURCO,SUPERINTENDENCIA NACIONAL DE EDUCACION SUPERIOR UNIVERSITARIA,SUNEDU,20600044975,JR. ALDABAS 337 - URB. LAS GARDENIAS,
14319,150121,LIMA,LIMA,Pueblo Libre,Fondo de Aseguramiento en Salud de la Policía Nacional del Perú,SALUDPOL,20178922581,Parque Maldonado Nro. 142,
14320,130301,LA LIBERTAD,BOLIVAR,BOLIVAR,UNIDAD DE GESTIÓN EDUCATIVA LOCAL-BOLÍVAR,UGEL -  BOLÍVAR,20397775683,JR. BOLOGNISI  406 - BOLÍVAR,
14321,60901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,UNIDAD DE GESTIÓN EDUCATIVA LOCAL SAN IGNACIO,UGEL SAN IGNACIO,20479590983,AV. CHILILIQUE Nº 330 - SAN IGNACIO,
14322,130601,LA LIBERTAD,OTUZCO,OTUZCO,Red de Salud otuzco,RSO,20354537096,Calle Progreso N°385,
14323,21201,ANCASH,HUAYLAS,CARAZ,UNIDAD DE GESTIÓN EDUCALTIVA LOCAL HUAYLAS,UGEL HY,20323036684,Jr. Grau  N° 900,
14324,131201,LA LIBERTAD,VIRU,VIRU,UNIDAD EJECUTORA  412 SALUD VIRÙ,U.E.412 - SALUD VIRÚ,20600275977,Jr Sucre 771,
14325,130901,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,UNIDAD EJECUTORA 406 - SALUD SANCHEZ CARRION,RSSC,20222308080,AV. 10 DE JULIO Nº 209,
14326,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,Unidad de Gestión Educativa Local N°03 - Trujillo Nor Oeste,UGEL N°03 - TNO,20539858077,Pasaje San Luis N° 110 - Urb. San Andres,
15325,220501,SAN MARTIN,LAMAS,LAMAS,UNIDAD EJECUTORA N° 305 - EDUCACION LAMAS,UGEL - LAMAS,20542311305,JR. FELIPE SAAVEDRA CENEPO Nº 639,
15326,240301,TUMBES,ZARUMILLA,ZARUMILLA,UNIDAD DE GESTION  EDUCATIVA LOCAL  ZARUMILLA,UGEL ZARUMILLA,20409351345,Jr. Tumbes 300,
15327,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,Dirección Regional Agraria Huancavelica,DRA-HVCA,20443619811,Av. Augusto B. Leguía Nº 171 - Barrio Yananaco - Huancavelica,
15328,150101,LIMA,LIMA,LIMA,Oficina Regional Lima - INPE,INPE-ORL,20381132596,Av. Abancay  cuadra 5 S/N  Edificio Anselmo Barreto 4P,
15329,21501,ANCASH,PALLASCA,CABANA,UNIDAD DE GESTIÓN EDUCATIVA LOCAL PALLASCA,UGEL PALLASCA,20360536239,Jr. San Gerónimo Nº 109,
15330,50701,AYACUCHO,PARINACOCHAS,CORACORA,Unidad de Gestión Educativa Local - Parinacochas,UGEL-P,20452310466,Jr. 5 de Agosto Sanqui Sanqui,
15331,200301,PIURA,HUANCABAMBA,HUANCABAMBA,Unidad de Gestión Educativa Local Huancabamba Ejecutora N° 309,UGEL Huancabamba,20526012071,Pasaje Virgen de Lourdes 129 - Barrio Ramón Castilla,
15332,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,UNIDAD DE GESTION EDUCATIVA LOCAL N°04 TRUJILLO SUR ESTE,UGEL04-TSE,20539889622,CALLE ALEXANDER FLEMING #213-215 URB. DANIEL HOYLE,
15333,30601,APURIMAC,CHINCHEROS,CHINCHEROS,UNIDAD DEGESTION EDUCATIVA LOCAL DE CHINCHEROS,UGELCH,20443327798,PASAJE MIRADOR S/N CHINCHEROS,
15334,190301,PASCO,OXAPAMPA,OXAPAMPA,UNIDAD DE GESTIÓN EDUCATIVA LOCAL DE OXAPAMPA,UGEL OXAPAMPA,20486022583,Jr. Lima 303,
15337,150901,LIMA,OYON,OYON,UNIDAD DE GESTIÓN EDUCATIVA LOCAL N° 14,UGEL14 - OYÓN,20146962611,Av. Alfonso Ugarte N° S/N,
15339,130201,LA LIBERTAD,ASCOPE,ASCOPE,UNIDAD DE GESTION EDUCATIVA LOCAL DE ASCOPE,UGEL - ASCOPE,20396863171,JR. GRAU N° 1025- ASCOPE,
15340,221001,SAN MARTIN,TOCACHE,TOCACHE,UNIDAD DE GESTION EDUCATIVA LOCAL TOCACHE,UGEL TOCACHE,20404479114,JR. SAN MARTÍN Nª 331,
15341,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,HOSPITAL REGIONAL DOCENTE DE TRUJILLO,HRDT,20223149635,Av Mansiche 795 Urb. Sanchez Carrión,
15342,130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,UNIDAD DE GESTION EDUCATIVA LOCAL 01 EL PORVENIR,UGEL 01 EP,20539866843,AV. SANCHEZ CARRION N° 1505,
15343,130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,UNIDAD EJECUTORA EDUCACIÓN 314 - LA ESPERANZA,UGEL 02 LA ESPERANZA,20539910842,AV. CONDORCANQUI #2066-2072,
15345,10401,AMAZONAS,CONDORCANQUI,NIEVA,Unidad de Gestion Educativa Local-CONDORCANQUI,UGEL-C,20479951757,Jr. El Porvenir s/n,
15346,130501,LA LIBERTAD,JULCAN,JULCAN,UNIDAD EJECUTORA SALUD JULCAN 411,UESJ,20600144279,PJ. EL CAPULI NRO. S/N BARRIO LOS PINOS,
15347,150701,LIMA,HUAROCHIRI,MATUCANA,Unidad de Gestión Educativa Local Nº 15 Huarochirí,UGEL Nº 15 Hri.,20154768859,Jr La florida S/N,
15348,101001,HUANUCO,LAURICOCHA,JESUS,UNIDAD EJECUTORA 309 EDUCACIÓN LAURICOCHA,UGEL LAURICOCHA,20573205759,JR. LEONCIO PRADO S/N,
15350,51001,AYACUCHO,VICTOR FAJARDO,HUANCAPI,UNIDAD DE GESTIÓN EDUCATIVA LOCAL DE FAJARDO,UGELF,20495165761,PLAZA PRINCIPAL DISTRITO DE HUANCAPI,
15351,130104,LA LIBERTAD,TRUJILLO,HUANCHACO,INSTITUCION EDUCATIVA PUBLICA MILITAR GRAN MARISCAL RAMON CASTILLA,I.E.P.M. GMRC,20220805396,Av. Ramón Castilla 425 - 427 Huanchaco - Trujillo,
15353,90501,HUANCAVELICA,CHURCAMPA,CHURCAMPA,UNIDAD EJECUTORA 314 UGEL CHURCAMPA,UGEL CHURCAMPA,20600937422,AV. LA CULTURA N° 271 - CHURCAMPA,
15354,50301,AYACUCHO,HUANCA SANCOS,SANCOS,UNIDAD DE GESTIÓN EDUCATIVA LOCAL DE HUANCA SANCOS,UGELHS,20452516161,JR. ARICA S/N - SANCOS - HUANCA SANCOS,
15355,130501,LA LIBERTAD,JULCAN,JULCAN,UNIDAD DE GESTION EDUCATIVA LOCAL DE JULCAN,UGEL-JULCAN,20221099100,CALLER RAMON CASTILLA N° 222,
15356,50100,AYACUCHO,HUAMANGA,NULL,Municipalidad Distrital Andres Avelino Caceres Dorregaray,MDAACD,20574742545,Jr. Los Laureles Mz,
15357,150501,LIMA,CAÐETE,SAN VICENTE DE CAÐETE,UNIVERSIDAD NACIONAL DE CAÑETE,UNDC,20491363402,CALLE MARISCAL CASTILLA N° 162 URB. CASUARINAS GRANDE,
15358,131201,LA LIBERTAD,VIRU,VIRU,Unidad de Gestión Educativa Local - Viru,UGEL VIRÚ,20481042403,Calle Libertad 390,
16358,130201,LA LIBERTAD,ASCOPE,ASCOPE,UNIDAD EJECUTORA DE SALUD 413,UE413SA,20600134443,Av. MIGUEL GRAU S/N,
16359,150131,LIMA,LIMA,SAN ISIDRO,UNIDAD EJECUTORA 004 GESTION DE LOS RECURSOS NATURALES,PROGRAMA MINAM+CAF,20565536061,CALLE LOS CIPRESES N° 221,
16360,10200,AMAZONAS,BAGUA,NULL,UGEL - 303 Educación Bagua,UGEL - 303 EDU-BAGUA,20392336908,Av. Heroes del Cenepa N° 1090,
16361,131101,LA LIBERTAD,GRAN CHIMU,CASCAS,UNIDAD EJECUTORA DE SALUD GRAN CHIMU,UES N° 414 GCH,20600196198,AV. LIBERTAD SN,
16362,130801,LA LIBERTAD,PATAZ,TAYABAMBA,UNIDAD DE GESTION EDUCATIVA LOCAL DE PATAZ,UGEL-Pataz,20274697793,Jr. Salaverry N°242 Tayabamba,
16363,21801,ANCASH,SANTA,CHIMBOTE,Sociedad de Beneficencia Pública de Chimbote,SBPCH,20198099199,Av Chimú 556 Urbanización Laderas del Norte,
16364,50101,AYACUCHO,HUAMANGA,AYACUCHO,PROGRAMA REGIONAL DE IRRIGACIÓN Y DESARROLLO RURAL INTEGRADO,PRIDER,20494642078,AV. LOS PINOS MZ. N LT 04 URBANIZACIÓN MARISCAL CÁCERES-AYACUCHO,
16365,150130,LIMA,LIMA,SAN BORJA,Fondo Nacional de Desarrollo de la Educación Peruana,FONDEP,20131370998,"Av Paseo del Bosque, San Borja 940",
16367,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,UNIDAD EJECUTORA 009 - LA LIBERTAD,UE 009 - LA LIBERTAD,20600418131,Jr. Independencia N° 572 - Centro Historico,
16368,80108,CUSCO,CUSCO,WANCHAQ,Direccion Regional de Agricultura Cusco,DRAC,20228443264,A.V. MICAELA BASTIDAD N° 310-314,
16369,160201,LORETO,ALTO AMAZONAS,YURIMAGUAS,UNIVERSIDAD NACIONAL AUTONOMA DE ALTO AMAZONAS,UNAAA,20600041569,PROLONGACION LIBERTAD N° 1220,
16370,150136,LIMA,LIMA,SAN MIGUEL,FONDO INTANGIBLE SOLIDARIO DE SALUD,FISSAL,20546736718,AV. ELMER FAUCETT N° 150 DISTRITO SAN MIGUEL,
16371,80104,CUSCO,CUSCO,SAN JERONIMO,RED DE SERVICIOS DE SALUD CUSCO SUR,RSSCS,20450736539,Prolongacion Av.de la cultura - Av.Manco Capac S/N - San Jeronimo,
16372,200601,PIURA,SULLANA,SULLANA,CORTE SUPERIOR DE JUSTICIA DE SULLANA,CSJSU,20159981216,"Urb. López Albújar, Mz. K, lote 20 II Etapa",
16373,50101,AYACUCHO,HUAMANGA,AYACUCHO,SUNARP - SEDE AYACUCHO,SUNARP - AYACUCHO,20600910176,"URB JOSE ORTIZ VERGARA MZNA A, LOTE 10 ENACE AYACUCHO",
16374,21701,ANCASH,RECUAY,RECUAY,UNIDAD DE GESTION EDUCATIVA LOCAL RECUAY,UGEL RECUAY,20571181305,BARRIO DE BURGOS,
16375,90701,HUANCAVELICA,TAYACAJA,PAMPAS,Unidad de Gestión Educativa Local Tayacaja,UGEL-T,20600936051,"Jr. Grau N° 115, tercer piso de la municipalidad",
16376,50401,AYACUCHO,HUANTA,HUANTA,UNIVERSIDAD NACIONAL AUTÓNOMA DE HUANTA,UNAH,20574653798,Jr Manco Capac N° 497 - Huanta,
16377,220901,SAN MARTIN,SAN MARTIN,TARAPOTO,INPE-DIRECCION REGIONAL NOR ORIENTE SAN MARTIN,INPE-DRNOSM,20446716035,JR: GREGORIO DELGADO Nº450,
16378,230103,TACNA,TACNA,CALANA,DIRECCION REGIONAL SECTORIAL DE EDUCACION - TACNA,DRSET,20325722941,CARRETERA A CALANA KM 11,
16379,150140,LIMA,LIMA,SANTIAGO DE SURCO,INSTITUTO PEDAGÓGICO NACIONAL MONTERRICO,IPNM,20138021140,PANAMERICANA SUR KM 8.5 CALLE MORRO SOLAR S/N,
16380,200304,PIURA,HUANCABAMBA,HUARMACA,UNIDAD DE GESTIÓN EDUCATIVA LOCAL HUARMACA,UGEL - HUARMACA,20530064779,CALLE FRANCISCO BOLOGNESI NRO. SN (COSTADO DE LA MUNICIPALIDAD),
16381,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,Hospital Regional Moquegua,HRM,20532658986,Av. Santonio Norte S/N - C.P.M. San Antonio,
16382,80201,CUSCO,ACOMAYO,ACOMAYO,UNIDAD DE GESTION EDUCATIVA LOCAL DE ACOMAYO,UGEL-A,20527147965,FUNDO CABRERA s/n,
16383,190107,PASCO,PASCO,PAUCARTAMBO,Unidad de Gestion Educativa Local Paucartambo,UGEL - Paucartambo,20564242889,Av. Enrrique Yabar S/n,
16384,210501,PUNO,EL COLLAO,ILAVE,UGEL EL COLLAO,UGELEC,20406266207,JR. SUCRE N° 215,
16385,211101,PUNO,SAN ROMAN,JULIACA,UNIVERSIDAD NACIONAL DE JULIACA,UNAJ,20448261272,AV. NUEVA ZELANDIA 631 URB. LA CAPILLA,
16386,150116,LIMA,LIMA,LINCE,UE003: PROGRAMA MORDENIZACION DEL SISTEMA DE ADMINISTRACION DE JUSTICIA,UE003: PMSAJ-ACCEDE,20546677444,CALLE BRIGADIER PUMACAHUA 2633,
16387,50503,AYACUCHO,LA MAR,AYNA,"PROYECTO ESPECIAL DE DESARROLLO DEL VALLE DE LOS RÍO APURIMAC, ENE Y MANTARO- PROVRAEM",PROVRAEM,20600004001,"NRO. 3 PQ. 4 DE OCTUBRE (FTE A LA PLAZA, COD SUM 66198412)",
16388,110201,ICA,CHINCHA,CHINCHA ALTA,Unidad de Gestión Educativa Local de Chincha,UGELCH,20410275849,Av. Oscar R. Benavides N° 207 Chincha,
16389,30201,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,Unidad de Gestión Educativa Local Andahuaylas,UGEL ANDAHUAYLAS,20366083406,"Jr. Alfonso Ugarte Nro. 346, Andahuaylas",
16390,200302,PIURA,HUANCABAMBA,CANCHAQUE,Municipalidad del centro poblado menor Los Ranchos,CPM-LOS RANCHOS,20188078312,CALLE SANTA ROSA S/N - LOS RANCHOS (CERCA PLAZA ARMAS),
16392,150131,LIMA,LIMA,SAN ISIDRO,Central de Compras Públicas - PERÚ COMPRAS,PERÚ COMPRAS,20600927818,Av. República de Panamá N° 3629 - San Isidro,
16393,20101,ANCASH,HUARAZ,HUARAZ,Instituto Nacional de Investigación en Glaciares y Ecosistemas de Montaña,INAIGEM,20600404262,Jr. Juan Bautista Mejia  N°887,
16394,150141,LIMA,LIMA,SURQUILLO,Servicios Integrados de Limpieza Sociedad Anónima,SILSA,20100362598,"Calle Los Negocios 467, Urb. Limatambo",
16395,110101,ICA,ICA,ICA,Red de Salud Ica U.E 406,RSICA,20452726999,Urb. San Isidro - Av. Cutervo 526,
16396,20301,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,UNIDAD DE GESTIÓN EDUCALTIVA LOCAL ANTONIO RAIMONDI,UGELAR,20323062332,Jr Simón Bolívar N° 216 Llamellín,
16397,190101,PASCO,PASCO,CHAUPIMARCA,UNIDAD DE GESTION EDUCATIVA LOCAL PASCO,UGEL PASCO,20542575621,"Jr. Rockovich N° 245 - Chaupimarca, Cerro de Pasco",
16398,250401,UCAYALI,PURUS,PURUS,UNIDAD DE GESTION EDUCATIVA LOCAL DE PURUS,UGEL PURUS,20393567750,Av. PURUS S/N.,
16399,210901,PUNO,MOHO,MOHO,UNIDAD DE GESTION EDUCATIVA LOCAL DE MOHO,UGEL MOHO,20448689973,JR. BOLOGNESI S/N,
17398,30101,APURIMAC,ABANCAY,ABANCAY,Empresa Municipal de Servicio de Abastecimiento de Agua Potable y Alcantarillado de Abancay,EPS EMUSAP ABANCAY S,20115425651,Av. Prado Norte Nº 404,
17399,80901,CUSCO,LA CONVENCION,SANTA ANA,UNIDAD DE GESTION EDUCATIVA- LA CONVENCION,UGEL LA CONVENCION,20527144516,JR. INDEPENDENCIA NRO. S/N QUILLABAMBA,
17400,211201,PUNO,SANDIA,SANDIA,UNIDAD DE GESTION EDUCATIVA LOCAL SANDIA,UGEL SANDIA,20448112943,JR. SANDIA S/N,
17401,30501,APURIMAC,COTABAMBAS,TAMBOBAMBA,UNIDAD DE GESTION EDUCATIVA LOCAL COTABAMBAS,UGEL COTABAMBAS,20443336193,CALLE SAN MARTIN S/N COTABMABAS - APURIMAC,
17402,30220,APURIMAC,ANDAHUAYLAS,JOSÉ MARÍA ARGUEDAS,Municipalidad Distrital José María Arguedas,MD-JMA,20600234634,PZA.HUANCABAMBA NRO. SN,
17403,100102,HUANUCO,HUANUCO,AMARILIS,INPE-DIRECCION REGIONAL ORIENTE PUCALLPA,INPE-OROP,20350916700,JR. WIRACOCHA NRO 261,
17404,10200,AMAZONAS,BAGUA,NULL,HOSPITAL DE APOYO GUSTAVO LANATTA LUJAN BAGUA,HAB,20479568627,AV. HEROES DEL CENEPA N° 980 - BAGUA,
17405,21801,ANCASH,SANTA,CHIMBOTE,Terminal Portuario de Chimbote,TPCH,20569166951,Prolongacion Malecon Grau N° 519,
17406,120101,JUNIN,HUANCAYO,HUANCAYO,INPE-DIRECCION REGIONAL CENTRO,INPE-DRC,20401384040,Jiron Cuzco N° 490,
17407,40101,AREQUIPA,AREQUIPA,AREQUIPA,INPE - OFICINA REGIONAL SUR,INPE - ORS,20370188131,Av. Siglo XX s/n,
17408,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,INPE - OFICINA REGIONAL NORTE CHICLAYO,INPE - ORN CHICLAYO,20353982878,JR. MANCO CAPAC 450,
17409,21801,ANCASH,SANTA,CHIMBOTE,DIRECCIÓN DE RED DE SALUD PACÍFICO NORTE,RSPN,20569238537,Av. Enrique Meiggs 835 - Miraflores I Zona,
17411,210101,PUNO,PUNO,PUNO,INPE - DIRECCION REGIONAL ALTIPLANO PUNO,INPE - DRAP,20364180366,JR. ORKAPATA Nº 228,
17412,160801,LORETO,PUTUMAYO,PUTUMAYO,MUNICIPALIDAD PROVINCIAL DE PUTUMAYO,MPP,20567286780,Calle Arequipa S/N - Villa San Antonio de El Estrecho,
17413,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,UNIDAD DE GESTION EDUCATIVA LOCAL MARISCAL NIETO,UGEL MN,20519922453,APV INADE G S/N - LOS ANGELES,
17414,150201,LIMA,BARRANCA,BARRANCA,SERVICIO MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO BARRANCA S.A.,Semapa Barranca S.A.,20199160819,Jr. Galvez N° 640,
17415,200114,PIURA,PIURA,TAMBO GRANDE,Unidad de Gestión Educativa Local Tambogrande,UGEL Tambogrande,20484318523,Mz D Lote 1433 A.A. H.H. Froilan Alama,
17416,120701,JUNIN,TARMA,TARMA,UNIVERSIDAD NACIONAL AUTÓNOMA ALTOANDINA DE TARMA,UNAAT,20568847858,Jr. Huaraz 431,
17417,10701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,EMPRESA PRESTADORA DE SERVICIOS DE SANEAMIENTO MUNICIPAL DE UTCUBAMBA S.R.L.,EPSSMU S.R.L.,20171727783,JR. JORGE CHÀVEZ Nº 472,
17418,230101,TACNA,TACNA,TACNA,ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO TACNA,EPS TACNA S.A.,20134052989,Av. 2 de Mayo N°372,
17419,150101,LIMA,LIMA,LIMA,JOSE SANTOS CHOCANO,NULL,NULL,NULL,
17420,150101,LIMA,LIMA,LIMA,1057 JOSE BAQUIJANO Y CARRILLO,NULL,NULL,NULL,
17421,150101,LIMA,LIMA,LIMA,1166 Libertador Simon Bolivar,NULL,NULL,NULL,
17422,150131,LIMA,LIMA,SAN ISIDRO,PROGRAMA NACIONAL A COMER PESCADO,PNACP,20552560711,CALLE ANTEQUERA 671 URB. JARDIN,
17423,150101,LIMA,LIMA,LIMA,1146 REPÚBLICA DEL PARAGUAY,NULL,NULL,NULL,
17424,150101,LIMA,LIMA,LIMA,075 SANTA MARIA DE GUADALUPE,NULL,NULL,NULL,
17425,150101,LIMA,LIMA,LIMA,IE N° 030 SANTA TERESITA DEL DIVINO NIÑO,NULL,NULL,NULL,
17426,150101,LIMA,LIMA,LIMA,VIRGO POTENS,NULL,NULL,NULL,
17427,150101,LIMA,LIMA,LIMA,1152-108 DOS DE MAYO,NULL,NULL,NULL,
17428,150101,LIMA,LIMA,LIMA,DEPORTIVO EXPERIMENTAL CEDE Julia Sánchez Deza,NULL,NULL,NULL,
17429,150101,LIMA,LIMA,LIMA,ROSA DE SANTA MARIA,NULL,NULL,NULL,
17430,150101,LIMA,LIMA,LIMA,Santa Bernarditaw,NULL,NULL,NULL,
17431,150101,LIMA,LIMA,LIMA,N°1073 Hermann Buse de la Guerra,NULL,NULL,NULL,
17432,150101,LIMA,LIMA,LIMA,CENTRO EDUCATIVO PARROQUIAL MARÍA DE LA PROVIDENCIA,NULL,NULL,NULL,
17433,150101,LIMA,LIMA,LIMA,N° 1019 CHAVIN,NULL,NULL,NULL,
17434,150101,LIMA,LIMA,LIMA,I.E. 1017  SEÑOR DE LOS MILAGROS,NULL,NULL,NULL,
17435,150101,LIMA,LIMA,LIMA,VIRGEN DE LA PUERTA N°104,NULL,NULL,NULL,
17436,150101,LIMA,LIMA,LIMA,Nº 0011 MADRE LORETO GABARRE,NULL,NULL,NULL,
17437,150101,LIMA,LIMA,LIMA,VISION MUNDIAL,NULL,NULL,NULL,
17438,150101,LIMA,LIMA,LIMA,SIMÓN BOLÍVAR,NULL,NULL,NULL,
17439,150101,LIMA,LIMA,LIMA,Nº 1110 REPÚBLICA DE PANAMÁ,NULL,NULL,NULL,
17440,150101,LIMA,LIMA,LIMA,1111 JOSÉ ANTONIO ENCINAS,NULL,NULL,NULL,
17441,150101,LIMA,LIMA,LIMA,I.E.I. N° 0001 SAN JUDAS TADEO,NULL,NULL,NULL,
17442,150101,LIMA,LIMA,LIMA,INSTITUCION EDUCATIVA INICIAL N°14 DIVINA NIÑA MARIA,NULL,NULL,NULL,
17443,150101,LIMA,LIMA,LIMA,CETPRO ALMIRANTE MIGUEL GRAU,NULL,NULL,NULL,
17444,150101,LIMA,LIMA,LIMA,N° 111 San José de Artesanos,NULL,NULL,NULL,
17445,150101,LIMA,LIMA,LIMA,122 EL EDEN,NULL,NULL,NULL,
17446,150101,LIMA,LIMA,LIMA,0035 NUESTRA SEÑORA DE LA VISITACIÓN,NULL,NULL,NULL,
17447,150101,LIMA,LIMA,LIMA,1154 NUESTRA SEÑORA DEL CARMEN,NULL,NULL,NULL,
17448,150101,LIMA,LIMA,LIMA,IE.Nº 1032 REPÚBLICA DEL BRASIL,NULL,NULL,NULL,
17449,150101,LIMA,LIMA,LIMA,N° 1001 José Jiménez Borja,NULL,NULL,NULL,
17450,150101,LIMA,LIMA,LIMA,CEBA N°1071 ALFONSO UGARTE,NULL,NULL,NULL,
17451,150101,LIMA,LIMA,LIMA,CEBA TERESA GONZALEZ DE FANNING,NULL,NULL,NULL,
17452,150101,LIMA,LIMA,LIMA,1049 JUANA ALARCO DE DAMMERT,NULL,NULL,NULL,
17453,150101,LIMA,LIMA,LIMA,N° 001 Corazón de María,NULL,NULL,NULL,
17454,150101,LIMA,LIMA,LIMA,100 VIRGEN DE LA MERCED,NULL,NULL,NULL,
17455,150101,LIMA,LIMA,LIMA,CEBE N°06 Republica Dominicana,NULL,NULL,NULL,
17456,150101,LIMA,LIMA,LIMA,IEI-112,NULL,NULL,NULL,
