CODIGO_ENTIDAD,CODIGO_UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,NOMBRE_ENTIDAD,SIGLA_ENTIDAD,RUC_ENTIDAD,DIRECCION_ENTIDAD,...10
11562,200207,PIURA,AYABACA,PAIMAS,Municipalidad Distrital de Paimas,MD-Paimas,20191570911,Av. Grau 320,
11563,200208,PIURA,AYABACA,SAPILLICA,Municipalidad Distrital de Sapillica,MD - SAPILLICA,20205446789,Plaza de armas s/n,
11564,200209,PIURA,AYABACA,SICCHEZ,Municipalidad Distrital de Sicchez,NULL,20165923821,Bolognesi s/n,
11565,200210,PIURA,AYABACA,SUYO,Municipalidad Distrital de Suyo,MD - SUYO,20161411605,Leoncio Prado s/n,
11567,200302,PIURA,HUANCABAMBA,CANCHAQUE,Municipalidad Distrital de Canchaque,MD - CANCHAQUE,20193227857,Jr. Bolognesi s/n,
11568,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,Municipalidad Distrital de El Carmen de la Frontera,NULL,20147028491,Plaza de armas s/n,
11569,200304,PIURA,HUANCABAMBA,HUARMACA,Municipalidad Distrital de Huarmaca,MD - HUARMACA,20172619241,Grau s/n,
11570,200305,PIURA,HUANCABAMBA,LALAQUIZ,Municipalidad Distrital de Lalaquiz,MD - LALAQUIZ,20168879866,Plaza principal de Tunal s/n,
11571,200306,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,Municipalidad Distrital de San Miguel de El Faique,MDSMF,20171659842,Pje. Jacinto Pongo  156,
11572,200307,PIURA,HUANCABAMBA,SONDOR,Municipalidad Distrital de Sondor,MDS,20146733698,Av. Progreso 209,
11573,200308,PIURA,HUANCABAMBA,SONDORILLO,Municipalidad Distrital de Sondorillo,MD - SONDORILLO,20193227938,Jr. San Juan 109,
11574,200400,PIURA,MORROPON,NULL,Municipalidad Provincial de Morropón Chulucanas,MP-MORROPONCH,20105266988,JR. CUZCO Nº 421 - CHULUCANAS,
11575,200402,PIURA,MORROPON,BUENOS AIRES,Municipalidad Distrital de Buenos Aires,MDBA,20171662631,Av. Grau 576,
11576,200403,PIURA,MORROPON,CHALACO,Municipalidad Distrital de Chalaco,MD - CHALACO,20146979344,300322     300323,
11577,200404,PIURA,MORROPON,LA MATANZA,Municipalidad Distrital de La Matanza,MDLM,20147030631,Esquina AV. 27 de Noviembre y Jr. Mariscal Sucre S/N La Matanza,
11578,200405,PIURA,MORROPON,MORROPON,Municipalidad Distrital de Morropón,MD - MORROPON,20148445037,Lima 808,
11579,200406,PIURA,MORROPON,SALITRAL,Municipalidad Distrital de Salitral - Morropon,MD-SALITRAL,20171246092,AV. 29 DE  SETIEMBRE  N° 201,
11580,200407,PIURA,MORROPON,SAN JUAN DE BIGOTE,Municipalidad Distrital de San Juan de Bigote,MD - SJBIGOTE,20158887259,Manuel Seone   111,
11581,200408,PIURA,MORROPON,SANTA CATALINA DE MOSSA,Municipalidad Distrital de Santa Catalina de Mossa,MD - SCMOSSA,20146979263,Av. Ramon Castilla 317,
11582,200409,PIURA,MORROPON,SANTO DOMINGO,Municipalidad Distrital de Santo Domingo,MD - SDOMINGO,20158863074,Calle Lima 115,
11583,200410,PIURA,MORROPON,YAMANGO,Municipalidad Distrital de Yamango,MD - YAMANGO,20170301596,Nestor Lopez s/n,
11585,200502,PIURA,PAITA,AMOTAPE,Municipalidad Distrital de Amotape,MD.AMOTAPE,20199165021,Plaza de armas s/n,
11586,200503,PIURA,PAITA,ARENAL,Municipalidad Distrital El Arenal,MDEA,20190793681,Calle Bolivar 104,
11587,200504,PIURA,PAITA,COLAN,Municipalidad Distrital de Colan,Municolan,20187684618,Jr. Bolivar 302,
11588,200505,PIURA,PAITA,LA HUACA,Municipalidad Distrital de La Huaca,MD - LAHUACA,20146697527,Plaza de armas s/n,
11589,200506,PIURA,PAITA,TAMARINDO,Municipalidad Distrital de Tamarindo,MDTamarindo,20146992367,Plaza de armas s/n,
11590,200507,PIURA,PAITA,VICHAYAL,Municipalidad Distrital de Vichayal,MD - VICHAYAL,20168899204,Calle Mariscal Castilla 106,
11592,200602,PIURA,SULLANA,BELLAVISTA,Municipalidad Distrital de Bellavista-Sullana,MDS,20154477293,Transversal Morropón Nº 500 Bellavista,
11593,200603,PIURA,SULLANA,IGNACIO ESCUDERO,Municipalidad Distrital de Ignacio Escudero,MDIE,20176975289,Jr. Floro Castillo 121,
11594,200604,PIURA,SULLANA,LANCONES,Municipalidad Distrital de Lancones,MD - LANCONES,20158835887,Plaza de armas s/n,
11595,200605,PIURA,SULLANA,MARCAVELICA,Municipalidad Distrital de Marcavelica,MDM,20159215106,PLAZA GRAU S/Nº,
11597,200607,PIURA,SULLANA,QUERECOTILLO,Municipalidad Distrital de Querecotillo - Piura,MDQ - QUERECOTILLO,20146761985,Plaza de Armas 112,
11598,200608,PIURA,SULLANA,SALITRAL,Municipalidad Distrital de Salitral - Sullana,MD-SALITRAL,20165925794,Av. 27 de octubre 202,
11600,200702,PIURA,TALARA,EL ALTO,Municipalidad Distrital de El Alto,MDEA,20179834317,Plaza de Armas s/n,
11601,200703,PIURA,TALARA,LA BREA,Municipalidad Distrital La Brea,MDLB,20146694854,Av. Jose Galvez Nº 260,
11602,200704,PIURA,TALARA,LOBITOS,Municipalidad Distrital de Lobitos,MDL,20161458075,Nueva Ciudad de Lobitos s/n,
11603,200705,PIURA,TALARA,LOS ORGANOS,Municipalidad Distrital de Los Organos,MDLO,20147047950,panamericana Norte s/n,
11604,200706,PIURA,TALARA,MANCORA,Municipalidad Distrital de Mancora,MDMancora,20193051635,Av. Piura 352,
11606,200802,PIURA,SECHURA,BELLAVISTA DE LA UNION,Municipalidad Distrital de Bellavista de la Unión,MDBLU-S.,20177659224,Av. 15 de Agosto S/N - Bellavista,
11607,200803,PIURA,SECHURA,BERNAL,Municipalidad Distrital de Bernal,MD-Bernal,20165924984,Calle Comercio 420,
11608,200804,PIURA,SECHURA,CRISTO NOS VALGA,Municipalidad Distrital de Cristo Nos Valga,NULL,20171665141,Calle Grau 408,
11609,200806,PIURA,SECHURA,RINCONADA LLICUAR,Municipalidad Distrital de Rinconada Llicuar,NULL,20159229581,Av. Peru s/n,
11610,200805,PIURA,SECHURA,VICE,Municipalidad Distrital de Vice,MD - VICE,20159249779,Av. Miguel  f. Cerro 285,
11612,210102,PUNO,PUNO,ACORA,Municipalidad Distrital de Acora,MDAcora,20169031674,Jr. Lima Nº 439 Plaza de Armas,
11614,210103,PUNO,PUNO,AMANTANI,Municipalidad Distrital de Amantani,MDAP,20165192436,Plaza de armas s/n,
11615,210104,PUNO,PUNO,ATUNCOLLA,Municipalidad Distrital de Atuncolla,MuniAtuncolla,20161255638,Plaza de aemas s/n,
11617,210106,PUNO,PUNO,CHUCUITO,Municipalidad Distrital de Chucuito,MD - CHUCUITO,20203056223,Jr. Pasion 515,
11618,210107,PUNO,PUNO,COATA,Municipalidad Distrital de Coata,NULL,20221107307,Plaza de armas s/n,
11619,210108,PUNO,PUNO,HUATA,Municipalidad Distrital de Huatta,NULL,20172856960,Jr. Lima s/n Plaza San Martin s/n,
11620,210109,PUNO,PUNO,MAÑAZO,Municipalidad Distrital de Mañazo,MDM,20165192355,Plaza de armas s/n,
11621,210110,PUNO,PUNO,PAUCARCOLLA,Municipalidad Distrital de Paucarcolla,NULL,20198821951,Plaza de de armas 104,
11622,210111,PUNO,PUNO,PICHACANI,Municipalidad Distrital de Pichacani,MD - PICHACANI,20169024112,Jr. Augusto B. Leguia 368,
11623,210112,PUNO,PUNO,PLATERIA,Municipalidad Distrital de Plateria,NULL,20207208834,Plaza de armas s/n,
11624,210113,PUNO,PUNO,SAN ANTONIO,Municipalidad Distrital de San Antonio,MDSA,20165191383,Plaza de armas Juncal s/n 2so piso,
11626,210114,PUNO,PUNO,TIQUILLACA,Municipalidad Distrital de Tiquillaca,NULL,20212440583,Jr. Independencia 180,
11627,210115,PUNO,PUNO,VILQUE,Municipalidad Distrital de Vilque,NULL,20198473147,Plaza de armas s/n,
11629,210202,PUNO,AZANGARO,ACHAYA,Municipalidad Distrital de Achaya,MD-ACHAYA,20204083836,Plaza de Armas s/n,
11630,210203,PUNO,AZANGARO,ARAPA,Municipalidad Distrital de Arapa,ARAPA,20185892906,Plaza Simon Bolivar  s/n,
11631,210204,PUNO,AZANGARO,ASILLO,Municipalidad Distrital de Asillo,MD -ASILLO,20200712146,Plaza de armas s/n,
11632,210205,PUNO,AZANGARO,CAMINACA,Municipalidad Distrital de Caminaca,NULL,20219957204,Plaza principal,
11633,210206,PUNO,AZANGARO,CHUPA,Municipalidad Distrital de Chupa,NULL,20199931599,Plaza de armas s/n,
11634,210207,PUNO,AZANGARO,JOSE DOMINGO CHOQUEHUANCA,Municipalidad Distrital de José Domingo Choquehuanca,NULL,20205940554,Plaza de armas s/n,
11635,210208,PUNO,AZANGARO,MUÑANI,Municipalidad Distrital de Muñani,NULL,20172856706,Plaza de armas 115,
11636,210209,PUNO,AZANGARO,POTONI,Municipalidad Distrital de Potoni,MDP,20198476243,Plaza Pedro Vilcapaza s/n,
11637,210210,PUNO,AZANGARO,SAMAN,Municipalidad Distrital de Saman,MD-SAMAN,20190225101,Plaza de armas S/N,
11639,210211,PUNO,AZANGARO,SAN ANTON,Municipalidad Distrital de San Anton,MUNISANANTON,20193989439,Plaza de armas s/n,
11640,210212,PUNO,AZANGARO,SAN JOSE,Municipalidad Distrital de San José- Puno,MD - SJOSE,20214366747,Plaza Ramon Castilla s/n 2do piso,
11641,210213,PUNO,AZANGARO,SAN JUAN DE SALINAS,Municipalidad Distrital de San Juan de Salinas,NULL,20219093358,Plaza de armas s/n,
11642,210214,PUNO,AZANGARO,SANTIAGO DE PUPUJA,Municipalidad Distrital de Santiago de Pupuja,NULL,20227108691,Plaza Bolognesi s/n,
11643,210215,PUNO,AZANGARO,TIRAPATA,Municipalidad Distrital de Tirapata,NULL,20221111673,Plaza de armas  Mz. A. Lte. 2,
11645,210302,PUNO,CARABAYA,AJOYANI,Municipalidad Distrital de Ajoyani,MDA,20207352871,Plaza Manco Capac s/n,
11646,210303,PUNO,CARABAYA,AYAPATA,Municipalidad Distrital de Ayapata,MD-Ayapata,20202885315,Plaza Tupac Amaru s/n,
11647,210304,PUNO,CARABAYA,COASA,Municipalidad Distrital de Coasa,NULL,20159410499,Calle Grau s/n,
11648,210305,PUNO,CARABAYA,CORANI,Municipalidad Distrital de Corani,NULL,20205221353,Plaza de San Martín s/n,
11649,210306,PUNO,CARABAYA,CRUCERO,Municipalidad Distrital de Crucero,MD - CRUCERO,20202703144,Plaza la Libertad s/n,
11650,210307,PUNO,CARABAYA,ITUATA,Municipalidad Distrital de Ituata,NULL,20185850570,Plaza de Armas s/n,
11651,210308,PUNO,CARABAYA,OLLACHEA,Municipalidad Distrital Ollachea,MDO,20162161866,PLaza de Armas s/n,
11652,210309,PUNO,CARABAYA,SAN GABAN,Municipalidad Distrital de San Gaban,MPSanGaban,20195270938,Av. Inambari s/n,
11653,210310,PUNO,CARABAYA,USICAYOS,Municipalidad Distrital de Usicayos,MDUsicayos,,Plaza Libertad s/n,
11654,210401,PUNO,CHUCUITO,JULI,Municipalidad Provincial Chucuito Juli,MPCHJ,20161244512,Jr. Loyola 104 - Barrio San Pedro,
11655,210402,PUNO,CHUCUITO,DESAGUADERO,Municipalidad Distrital de Desaguadero,MD - DESAGUADERO,20181403064,Av. 28 de julio Nª 305,
11656,210403,PUNO,CHUCUITO,HUACULLANI,Municipalidad Distrital de Huacullani,NULL,20214364612,28 de Julio - PLaza de Armas s/n,
11657,210404,PUNO,CHUCUITO,KELLUYO,Municipalidad Distrital de Kelluyo,NULL,20165191464,Plaza de Armas s/n,
11658,210405,PUNO,CHUCUITO,PISACOMA,Municipalidad Distrital de Pisacoma,MDPisacoma,,Plaza de Armas s/n,
11659,210406,PUNO,CHUCUITO,POMATA,Municipalidad Distrital de Pomata,MD-Pomata,,Plaza de Armas s/n,
11660,210407,PUNO,CHUCUITO,ZEPITA,Municipalidad Distrital de Zepita,MDZepita,,Plaza de Armas s/n,
11661,210500,PUNO,EL COLLAO,NULL,Municipalidad Provincial de El Collao - Ilave,M.P.C.I,20181438364,Jr. Independencia 210,
11662,210502,PUNO,EL COLLAO,CAPASO,Municipalidad Distrital de Capaso,MDC,20145483353,Plaza de Armas,
11663,210503,PUNO,EL COLLAO,PILCUYO,Municipalidad Distrital de Pilcuyo,MDP,20194735201,Jr. Alfonso Ugarte s/n (Plaza de Armas),
11664,210504,PUNO,EL COLLAO,SANTA ROSA,Municipalidad Distrital de Santa Rosa - El Collao - Puno,NULL,20214365775,Jr. Bolognesi Nª 102 3er. piso,
11665,210505,PUNO,EL COLLAO,CONDURIRI,Municipalidad Distrital de Conduriri,NULL,20212441393,Sobre la PLaza de Armas,
11667,210600,PUNO,HUANCANE,NULL,Municipalidad Provincial de Huancané,Munihuanca,20185896723,Plaza de Armas s/n,
11668,210602,PUNO,HUANCANE,COJATA,Municipalidad Distrital de Cojata,MD - COJATA,20192146055,Plaza de Armas s/n,
11669,210603,PUNO,HUANCANE,HUATASANI,Municipalidad Distrital de Huatasani,NULL,20230529974,Calle San Martín s/n,
11670,210604,PUNO,HUANCANE,INCHUPALLA,Municipalidad Distrital de Inchupalla,NULL,20188576851,Calle Puno s/n,
11671,210605,PUNO,HUANCANE,PUSI,Municipalidad Distrital de Pusi,NULL,20161139646,Frente Plaza de armas  Pusi s/n,
11672,210606,PUNO,HUANCANE,ROSASPATA,Municipalidad Distrital de Rosaspata,NULL,20181402921,Plaza de armas Centro Civico s/n,
11673,210607,PUNO,HUANCANE,TARACO,Municipalidad Distrital de Taraco,MD - TARACO,20176895684,Calle Union s/n 2do piso  int. 1,
11674,210608,PUNO,HUANCANE,VILQUE CHICO,Municipalidad Distrital de Vilque Chico,MDV,20161266753,Plaza Manco Capac 2do piso s/n - Vilquechico,
11676,210702,PUNO,LAMPA,CABANILLA,Municipalidad Distrital de Cabanilla,MDC,20204082511,Plaza de armas s/n,
11678,210703,PUNO,LAMPA,CALAPUJA,Municipalidad Distrital de Calapuja,NULL,20181430380,plaza de armas 2 de mayo s/n,
11679,210704,PUNO,LAMPA,NICASIO,Municipalidad Distrital de Nicasio,MDN,,Plaza de armas s/n,
11680,210705,PUNO,LAMPA,OCUVIRI,Municipalidad Distrital de Ocuviri,NULL,20146326031,Plaza Simon Bolivar  s/n  int. 3,
11681,210706,PUNO,LAMPA,PALCA,Municipalidad Distrital de Palca - Puno,MD-PALCA,NULL,Plaza de armas s/n,
11683,210707,PUNO,LAMPA,PARATIA,Municipalidad Distrital de Paratia,MUNI PARATIA,20194180226,PLAZA DE ARMAS S/N,
11684,210708,PUNO,LAMPA,PUCARA,Municipalidad Distrital de Pucará - Puno,MD - PUCARA,20198827054,Plaza Bolivar s/n,
11685,210709,PUNO,LAMPA,SANTA LUCIA,Municipalidad Distrital de Santa Lucía - Puno,MD-SLUCIA,20165564759,F. Polland s/n.,
11686,210710,PUNO,LAMPA,VILAVILA,Municipalidad Distrital de Vilavila,NULL,20190391613,Plaza de Armas Vilavila s/n,
11689,210802,PUNO,MELGAR,ANTAUTA,Municipalidad Distrital de Antauta,MD-ANTAUTA,20198893359,Plaza San Martin s/n,
11691,210803,PUNO,MELGAR,CUPI,Municipalidad Distrital de Cupi,NULL,20169039225,Plaza Tupac Amaru 115,
11692,210804,PUNO,MELGAR,LLALLI,Municipalidad Distrital de Llalli,NULL,20224101644,Plaza Inca Garcilazo de la Vega  205,
11693,210805,PUNO,MELGAR,MACARI,Municipalidad Distrital de Macari,MD-Macari,,Plaza San Martin 115,
11694,210806,PUNO,MELGAR,NUÑOA,Municipalidad Distrital de Nuñoa,MD - NUÑOA,20230612014,Jr. Alfonso Ugarte - Plaza de armas s/n,
11695,210807,PUNO,MELGAR,ORURILLO,Municipalidad Distrital de Orurillo,MDOrurillo,,Plaza San martin s/n,
11696,210808,PUNO,MELGAR,SANTA ROSA,Municipalidad Distrital de Santa Rosa - Melgar,MDSantaRosa,20169037958,Plaza de armas 101,
11698,210809,PUNO,MELGAR,UMACHIRI,Municipalidad Distrital de Umachiri,NULL,20222370982,Plaza de armas nª 107,
11701,210903,PUNO,MOHO,HUAYRAPATA,Municipalidad Distrital de Huayrapata,NULL,20198823903,Plaza de armas s/n,
11702,210904,PUNO,MOHO,TILALI,Municipalidad Distrital de Tilali,NULL,20218691987,Plaza de armas s/n,
11707,211002,PUNO,SAN ANTONIO DE PUTINA,ANANEA,Municipalidad Distrital de Ananea,MDA,20162185617,Plaza Grau s/n,
11708,211003,PUNO,SAN ANTONIO DE PUTINA,PEDRO VILCA APAZA,Municipalidad Distrital de Pedro Vilca Apaza,NULL,20195320463,Plaza de armas s/n,
11709,211004,PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,Municipalidad Distrital de Quilcapuncu,NULL,20195320111,Plaza de armas 3  2do piso int. 6,
11710,211005,PUNO,SAN ANTONIO DE PUTINA,SINA,Municipalidad Distrital de Sina,MDS,20220425640,Plaza de armas,
11712,211102,PUNO,SAN ROMAN,CABANA,Municipalidad Distrital de Cabana - Puno,MD - CABANA,20165571704,Plaza de armas s/n,
11713,211103,PUNO,SAN ROMAN,CABANILLAS,Municipalidad Distrital de Cabanillas,MD-Cabanillas,20205942921,Jr. Municipalidad  Plaza de armas,
11714,211104,PUNO,SAN ROMAN,CARACOTO,Municipalidad Distrital de Caracoto,MDC,20172870873,Arequipa nª 100 2do piso,
11716,211202,PUNO,SANDIA,CUYOCUYO,Municipalidad Distrital de Cuyocuyo,MD - CUYOCUYO,20158936306,Plaza de armas,
11717,211203,PUNO,SANDIA,LIMBANI,Municipalidad Distrital de Limbani,MDL,20202190503,Plaza de Armas  S/N,
11718,211204,PUNO,SANDIA,PATAMBUCO,Municipalidad Distrital de Patambuco,MDPatambuco,20191718683,Plaza de armas s/n,
11719,211205,PUNO,SANDIA,PHARA,Municipalidad Distrital de Phara,NULL,20175219421,Plaza San Miguel de Phara s/n,
11720,211206,PUNO,SANDIA,QUIACA,Municipalidad Distrital de Quiaca,NULL,20181429535,Plaza de armas s/n,
11721,211207,PUNO,SANDIA,SAN JUAN DEL ORO,Municipalidad Distrital del San Juan del Oro,MD-SJUAN DE ORO,20188065849,Jr. Tambopata plaza de armas s/n,
11723,211208,PUNO,SANDIA,YANAHUAYA,Municipalidad Distrital de Yanahuaya,NULL,20191592990,Plaza principal s/n,
11724,211209,PUNO,SANDIA,ALTO INAMBARI,Municipalidad Distrital de Alto Inambari,MD-AI,20321809813,Francisco Bolognesi s/n,
11726,211302,PUNO,YUNGUYO,ANAPIA,Municipalidad Distrital de Anapia,MD-ANAPIA,20208122739,Plaza de armas s/n,
11727,211303,PUNO,YUNGUYO,COPANI,Municipalidad Distrital de Copani,NULL,20161250911,Plaza de armas s/n,
11728,211304,PUNO,YUNGUYO,CUTURAPI,Municipalidad Distrital de Cuturapi,NULL,20207367550,Calle San Juan s/n,
11729,211305,PUNO,YUNGUYO,OLLARAYA,Municipalidad Distrital de Ollaraya,muniollaraya,20198822842,Plaza de armas s/n,
11731,211306,PUNO,YUNGUYO,TINICACHI,Municipalidad Distrital de Tinicachi,NULL,20199238788,Plaza de armas s/n,
11732,211307,PUNO,YUNGUYO,UNICACHI,Municipalidad Distrital de Unicachi,NULL,20204085022,Plaza de armas s/n,
11734,230102,TACNA,TACNA,ALTO DE LA ALIANZA,Municipalidad Distrital de Alto de la Alianza,MDAA,20147796715,Prolongacion Pinto S/N,
11735,230103,TACNA,TACNA,CALANA,Municipalidad Distrital de Calana,MDCalana,20166311242,Av. Gral. Varela s/n,
11736,230104,TACNA,TACNA,CIUDAD NUEVA,Municipalidad Distrital de Ciudad Nueva,MD - CIUDADNUEVA,20227623544,Calle Manuel Lorenzo de Vidaurre 448,
11737,230105,TACNA,TACNA,INCLAN,Municipalidad Distrital de Inclan,MD - INCLAN,20182314928,Av. Alto El Rayo s/n,
11738,230106,TACNA,TACNA,PACHIA,Municipalidad Distrital de Pachia- Tacna.,MDP,20142438365,Av. Arias Araguez s/n,
11739,230107,TACNA,TACNA,PALCA,Municipalidad Distrital de Palca - Tacna,MD-PALCA,20186788886,Car. Tacna la Paz Nro 52 (al Costado de la Pos) Tacna Tacna Palca,
11740,230108,TACNA,TACNA,POCOLLAY,Municipalidad Distrital de Pocollay,MDP,20147796987,Hermanos Reinoso 15,
11741,230109,TACNA,TACNA,SAMA,Municipalidad Distrital de Sama,MDS,20165884311,Av. Los Heroes Nº101,
11742,230200,TACNA,CANDARAVE,NULL,Municipalidad Provincial de Candarave,MP-CANDARAVE,20159714285,Calle Triunfo 111,
11743,230202,TACNA,CANDARAVE,CAIRANI,Municipalidad Distrital de Cairani,NULL,20196371312,Plaza de armas s/n,
11744,230203,TACNA,CANDARAVE,CAMILACA,Municipalidad Distrital de Camilaca,MD-CAMILACA,20217807311,Plaza principal s/n - Alto Camilaca,
11745,230204,TACNA,CANDARAVE,CURIBAYA,Municipalidad Distrital de Curibaya,NULL,20214908817,Plaza de armas 100,
11746,230205,TACNA,CANDARAVE,HUANUARA,Municipalidad Distrital de Huanuara,MDHuanuara,20219775351,Calle Eloy G. Ureta s/n,
11747,230206,TACNA,CANDARAVE,QUILAHUANI,Municipalidad Distrital de Quilahuani,NULL,20318150886,Plaza de armas s/n,
11748,230301,TACNA,JORGE BASADRE,LOCUMBA,Municipalidad Provincial Jorge Basadre,MPJB,20194735384,"Plaza Bolognesi S/N, en el cercado de Villa Locumba",
11749,230302,TACNA,JORGE BASADRE,ILABAYA,Municipalidad Distrital de Ilabaya,M.D.I.,20171895147,"Plaza Alfonso Ugarte S/N, Ilabaya.",
11750,230303,TACNA,JORGE BASADRE,ITE,Municipalidad Distrital de Ite,MDI.,20193065938,Plaza Principal s/n,
11751,230400,TACNA,TARATA,NULL,Municipalidad Provincial de Tarata,MP-TARATA,20147799498,CALLE GRAU s/n,
11752,230402,TACNA,TARATA,Heroes Albarracin,Municipalidad Distrital de Heroes Albarracin,MD-HA,20199503953,Calle 1ro de setiembre s/n,
11753,230403,TACNA,TARATA,ESTIQUE,Municipalidad Distrital de Estique,MDEstique,,Plaza de armas s/n,
11754,230404,TACNA,TARATA,ESTIQUE-PAMPA,Municipalidad Distrital de Estique Pampa,NULL,20279769211,Plaza de armas s/n,
11755,230405,TACNA,TARATA,SITAJARA,Municipalidad Distrital de Sitajara,MDSitajara,,Plaza Bolognesi s/n,
11756,230406,TACNA,TARATA,SUSAPAYA,Municipalidad Distrital de Susapaya,MDSusapaya,,Calle Tacna,
11757,230407,TACNA,TARATA,TARUCACHI,Municipalidad Distrital de Tarucachi,M.D.Tarucachi,20228486150,28 de julio s/n,
11758,230408,TACNA,TARATA,TICACO,Municipalidad Distrital de Ticaco,MDT,20207729052,Calle Augusto B. Leguia s/n,
11760,240102,TUMBES,TUMBES,CORRALES,Municipalidad Distrital de Corrales,MDC,20178689348,Jr. San Pedro  480,
11761,240103,TUMBES,TUMBES,LA CRUZ,Municipalidad Distrital de La Cruz,MDLC,20187377103,Calle Piura  S/Nº  - 2do Piso Biblioteca Municipal,
11762,240104,TUMBES,TUMBES,PAMPAS DE HOSPITAL,Municipalidad Distrital de Pampas de Hospital,NULL,20190178189,Av. Plaza de armas s/n,
11763,240105,TUMBES,TUMBES,SAN JACINTO,Municipalidad Distrital de San Jacinto,MDSJ,20199405781,Plaza San Martin Nº 550,
11764,240106,TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,Municipalidad Distrital de San Juan de la Virgen,MDSJV,20193972897,Calle Francisco Ibañez Nº 118,
11765,240200,TUMBES,CONTRALMIRANTE VILLAR,NULL,Municipalidad Provincial de Contralmirante Villar,MPCntralmteVillar,20166667934,Av. Faustino Piaggio 072,
11766,240202,TUMBES,CONTRALMIRANTE VILLAR,CASITAS,Municipalidad Distrital de Casitas,NULL,20193978666,Calle Plaza de armas  112,
11767,240301,TUMBES,ZARUMILLA,ZARUMILLA,Municipalidad Provincial de Zarumilla,M.P.Z.,20166679606,Av. 28 de julio 206,
11768,240302,TUMBES,ZARUMILLA,AGUAS VERDES,Municipalidad Distrital de Aguas Verdes,MD-AguasVerdes,20172278079,Av. Republica del Peru 339 - Aguas Verdes.,
11771,240303,TUMBES,ZARUMILLA,MATAPALO,Municipalidad Distrital de Matapalo,NULL,20190332013,Av. Zarumilla s/n,
11772,240304,TUMBES,ZARUMILLA,PAPAYAL,Municipalidad Distrital de Papayal,MDPapayal,20185592422,Av. Ramón Castilla Nº 203- Papayal,
11776,250102,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,Municipalidad Distrital de Campo Verde,MDCV,20154601644,Calle Municipal Nº 139,
11777,250103,UCAYALI,CORONEL PORTILLO,IPARIA,Municipalidad Distrital de Iparia,MDI,20172344390,Emilio Vasquez s/n,
11778,250104,UCAYALI,CORONEL PORTILLO,MASISEA,Municipalidad Distrital de Masisea,MDM,20170164408,Jr.Inca Garcilazo de la Vega s/n (Frente a la plaza de armas),
11779,250105,UCAYALI,CORONEL PORTILLO,YARINACOCHA,Municipalidad Distrital de Yarinacocha,MDY,20154435065,AV. YARINA  433 ESQUINA CON JR. 2 DE MAYO,
11780,250106,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,Municipalidad Distrital de Nueva Requena,MDNR,20198772306,Av. Lester Dionicio Maldonado S/N - Ampliacion Urbana,
11781,250201,UCAYALI,ATALAYA,RAYMONDI,Municipalidad Provincial de Atalaya,MPA,20171714371,Calle Rioja # 659,
11782,250202,UCAYALI,ATALAYA,SEPAHUA,Municipalidad Distrital de Sepahua,MDS,20186751613,Julio C. Tello s/n,
11783,250203,UCAYALI,ATALAYA,TAHUANIA,Municipalidad Distrital de Tahuania,MDT,20222295166,JR. 7 DE JUNIO S/N,
11784,250204,UCAYALI,ATALAYA,YURUA,Municipalidad Distrital de Yurua,MDYurua,20154601211,Internacional s/n,
11786,250302,UCAYALI,PADRE ABAD,IRAZOLA,Municipalidad Distrital de Irazola,MDI-San Alejandro,20191550138,Calle Central S/N - San Alejandro,
11787,250303,UCAYALI,PADRE ABAD,CURIMANA,Municipalidad Distrital de Curimana,MD - CURIMANA,20232953421,Curimana s/n,
11789,210101,PUNO,PUNO,PUNO,Electro Puno S.A.A.,ELPU,20405479592,Jr. Mariano H. Cornejo 160,
11790,40101,AREQUIPA,AREQUIPA,AREQUIPA,Empresa de Generación Eléctrica de Arequipa S.A.,EGASA,20216293593,Pasaje Ripacha N° 101 - Chilina,
11791,150131,LIMA,LIMA,SAN ISIDRO,Corporación Financiera de Desarrollo S.A.,COFIDE,20100116392,Augusto Tamayo 160,
11793,150122,LIMA,LIMA,MIRAFLORES,Comisión Nacional para el Desarrollo y Vida sin Drogas,DEVIDA,20339267821,Av. Benavides 2199-B Miraflores Lima-18,
11794,70104,CALLAO,CALLAO,LA PERLA,Marina de Guerra del Perú,MGP,20153408191,Av. La Marina s/n cdra. 36 - La Perla - Callao - Callao,
11795,150117,LIMA,LIMA,LOS OLIVOS,Servicios Postales del Perú S.A.,SERPOST S.A.,20256136865,Av. Tomás Valle cda. 7 s/n.,
11796,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,Gobierno Regional de Amazonas,GR-Amazonas,20479569861,Jr. Ortiz Arrieta # 1250,
11798,10201,AMAZONAS,BAGUA,LA PECA,Municipalidad Distrital de La Peca,MD-LaPeca,20146917152,Av. Independencia Nº 619,
11799,30501,APURIMAC,COTABAMBAS,NULL,Municipalidad Provincial de Cotabambas,MP-COTABAMBAS,20161096068,PLAZA DE ARMAS DE TAMBOBAMBA S/N,
